Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:1fvC3CmNAbsx0V9ULMU8NB,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,2,I do love this one very much. Not necessarily what I would have picked but yeah hanging out at Sarah’s place around the campfire would be lovely.,441efd1651f94821b2ac81657b402b03
spotify:track:2ZBzOL0HTCQCw7W3luTZtB,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,1,I like. Very calming. I think I want a little more guitar and folk for a campfire. If the whole song was like the end it would have gotten an extra point ,441efd1651f94821b2ac81657b402b03
spotify:track:3vUn7FE3ZaQgJmkhIrIirF,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,3,I feel this may be Kenzie and that we may have listened to the same music even in middle school. I have this one downloaded to my Apple Music from that time and it slaps so hard still. Fun little anecdote- my brothers hated this song because it wasn’t the normal pop radio music we listened to and they thought I only bought it because the cool kids listened to it (which is kind of true).,441efd1651f94821b2ac81657b402b03
spotify:track:4fZ07aBMo69QTEKo4OC4Dz,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,0,I wanted this one to be better because I love all of their music individually. It’s fine overall and fine for campfire.,441efd1651f94821b2ac81657b402b03
spotify:track:4KjOZ6Ny13zPbBFH7Od8bt,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,1,I do love this one too. Idk if I like the Maren Morris version though. It does work for a campfire though I think.,441efd1651f94821b2ac81657b402b03
spotify:track:4VywXu6umkIQ2OS0m1I79y,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,2,THE CURIOUS GEORGE SONG. Or is that upside down? Either way makes me cry a little bit and I would for sure cry around a campfire listening to this with my friends.,441efd1651f94821b2ac81657b402b03
spotify:track:5e6F64qyjBbXiPmktOax3t,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,0,Very mellow and fall. I like a guitar campfire song. But really did enjoy.,441efd1651f94821b2ac81657b402b03
spotify:track:5JR1l1O7OfqrTGrToo9Pwk,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,1,502s LETS GO!!!! Can I influence everyone to go to a 502s concert because it is the most joyful experience you will ever have in your life?!?!?!?,441efd1651f94821b2ac81657b402b03
spotify:track:6EKHJGEGvVObjY8DeswM4j,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,0,"Agree with you this is not a campfire song, but I really liked it",441efd1651f94821b2ac81657b402b03
spotify:track:6RySHTaSWu30MLae56INDg,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,1,How did the Spanish songs end up right next to each other? I like this one more than the other one and I am going to reward activity with a point.,441efd1651f94821b2ac81657b402b03
spotify:track:74IoFNuC2nDDFkrt4MAgpS,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,0,Groovy and fun,441efd1651f94821b2ac81657b402b03
spotify:track:7ByxizhA4GgEf7Sxomxhze,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,1,He is. But idk if All My Love is fall. It’s guitar-y,441efd1651f94821b2ac81657b402b03
spotify:track:7cgA19NSP6ddhI9uGFGsFU,8f83714196d84b7bb59167e6cf50dafc,2024-10-18T12:11:29Z,0,Do you like to cry at the campfire?,441efd1651f94821b2ac81657b402b03
spotify:track:2ZBzOL0HTCQCw7W3luTZtB,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,2,Spooky campfire vibes - loved it ,441efd1651f94821b2ac81657b402b03
spotify:track:4fZ07aBMo69QTEKo4OC4Dz,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,3,Hard to go wrong with both Noah and The Lumineers - perfect choice ,441efd1651f94821b2ac81657b402b03
spotify:track:4KjOZ6Ny13zPbBFH7Od8bt,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,1,,441efd1651f94821b2ac81657b402b03
spotify:track:4VywXu6umkIQ2OS0m1I79y,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,1,,441efd1651f94821b2ac81657b402b03
spotify:track:5e6F64qyjBbXiPmktOax3t,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,1,Chill vibes for a campfire in your parents suburban backyard ,441efd1651f94821b2ac81657b402b03
spotify:track:5JR1l1O7OfqrTGrToo9Pwk,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,1,Feel good early fall vibe ,441efd1651f94821b2ac81657b402b03
spotify:track:6EKHJGEGvVObjY8DeswM4j,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,0,"A bop for sure, but not quite a campfire song ",441efd1651f94821b2ac81657b402b03
spotify:track:6RySHTaSWu30MLae56INDg,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,0,"Phenomenal energy and loved it, but not really ‘campfire’ energy imo ",441efd1651f94821b2ac81657b402b03
spotify:track:7ByxizhA4GgEf7Sxomxhze,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,1,Have to at least give one vote for Noah,441efd1651f94821b2ac81657b402b03
spotify:track:7cgA19NSP6ddhI9uGFGsFU,c33f7263f8094b47b483cec9c134e3bf,2024-10-18T14:12:14Z,2,My favorite Noah Kahan song ,441efd1651f94821b2ac81657b402b03
spotify:track:1N811YTtLlW8N5ie5cPamm,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,2,caamp you cheeky bastard,441efd1651f94821b2ac81657b402b03
spotify:track:3vUn7FE3ZaQgJmkhIrIirF,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,1,,441efd1651f94821b2ac81657b402b03
spotify:track:4KjOZ6Ny13zPbBFH7Od8bt,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,2,You’ll have to make s’more next year,441efd1651f94821b2ac81657b402b03
spotify:track:4VywXu6umkIQ2OS0m1I79y,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,1,Yeah i love when me and bro are last up and we stare into each other’s eyes as this song plays,441efd1651f94821b2ac81657b402b03
spotify:track:5e6F64qyjBbXiPmktOax3t,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,2,This is a song i didnt NoSo you get points,441efd1651f94821b2ac81657b402b03
spotify:track:6EKHJGEGvVObjY8DeswM4j,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,1,Rooftop bar with a fake fire this works ,441efd1651f94821b2ac81657b402b03
spotify:track:6RySHTaSWu30MLae56INDg,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,1,Points for making fun of music league commish,441efd1651f94821b2ac81657b402b03
spotify:track:7ByxizhA4GgEf7Sxomxhze,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,1,Noah Kahan came out the womb smelling like a campfire,441efd1651f94821b2ac81657b402b03
spotify:track:7cgA19NSP6ddhI9uGFGsFU,979273ab795743d89e901b30819f5e5d,2024-10-18T21:22:44Z,1,fine,441efd1651f94821b2ac81657b402b03
spotify:track:1N811YTtLlW8N5ie5cPamm,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-18T22:20:28Z,2,Caampfire vibes,441efd1651f94821b2ac81657b402b03
spotify:track:3vUn7FE3ZaQgJmkhIrIirF,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-18T22:20:28Z,2,Perfect throwback for this category ,441efd1651f94821b2ac81657b402b03
spotify:track:4KjOZ6Ny13zPbBFH7Od8bt,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-18T22:20:28Z,2,"Great song, didn’t know there was a feat version",441efd1651f94821b2ac81657b402b03
spotify:track:5e6F64qyjBbXiPmktOax3t,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-18T22:20:28Z,1,,441efd1651f94821b2ac81657b402b03
spotify:track:5JR1l1O7OfqrTGrToo9Pwk,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-18T22:20:28Z,2,I’m only impressed if this isn’t Mikayla,441efd1651f94821b2ac81657b402b03
spotify:track:74IoFNuC2nDDFkrt4MAgpS,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-18T22:20:28Z,1,,441efd1651f94821b2ac81657b402b03
spotify:track:7ByxizhA4GgEf7Sxomxhze,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-18T22:20:28Z,1,,441efd1651f94821b2ac81657b402b03
spotify:track:7cgA19NSP6ddhI9uGFGsFU,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-18T22:20:28Z,1,,441efd1651f94821b2ac81657b402b03
spotify:track:1fvC3CmNAbsx0V9ULMU8NB,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,0,Wasn’t this submitted in the last music league? ,441efd1651f94821b2ac81657b402b03
spotify:track:1N811YTtLlW8N5ie5cPamm,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,2,The caption got me 🥲,441efd1651f94821b2ac81657b402b03
spotify:track:4fZ07aBMo69QTEKo4OC4Dz,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,2,"Never heard this before but loveeee, what a powerful trio in a single song ",441efd1651f94821b2ac81657b402b03
spotify:track:4KjOZ6Ny13zPbBFH7Od8bt,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,1,I didn’t love this song when they first released it but it has def grown on me ,441efd1651f94821b2ac81657b402b03
spotify:track:4VywXu6umkIQ2OS0m1I79y,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,2,There has never been a cozier song ,441efd1651f94821b2ac81657b402b03
spotify:track:5e6F64qyjBbXiPmktOax3t,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,2,Def giving cozy fall vibes ,441efd1651f94821b2ac81657b402b03
spotify:track:5JR1l1O7OfqrTGrToo9Pwk,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,2,I’m a fan ,441efd1651f94821b2ac81657b402b03
spotify:track:6EKHJGEGvVObjY8DeswM4j,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,0,I actually really liked this song but yeah not so much campfire ,441efd1651f94821b2ac81657b402b03
spotify:track:7cgA19NSP6ddhI9uGFGsFU,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-18T22:38:13Z,1,Respect for the fellow solo Noah kahan song in the playlist 🫡 love this song but a little sad for campfire imo,441efd1651f94821b2ac81657b402b03
spotify:track:3rnAobCeh4uD1NfNpbNc2e,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,2,"i havent listened to hozier in a while and i like the tone shift, added to likes",7c42c72b23004b158cca704083f7a6d9
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,1,aint me either chief. classic,7c42c72b23004b158cca704083f7a6d9
spotify:track:4tc97Wa8SP5f9gaaOar8Kq,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,1,"bayou, ya. 10/10 line",7c42c72b23004b158cca704083f7a6d9
spotify:track:65HA9FsYyA2xro9RzNlNmy,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,1,,7c42c72b23004b158cca704083f7a6d9
spotify:track:6nTiIhLmQ3FWhvrGafw2zj,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,3,yeah basic but such a good song. Green Day is such an easy 3 pointer,7c42c72b23004b158cca704083f7a6d9
spotify:track:7x8dCjCr0x6x2lXKujYD34,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,1,whenever i heard “one of these things is not like the others” id hear it to this tune,7c42c72b23004b158cca704083f7a6d9
spotify:track:7z81vC7eTE5y4hqk9yCx7F,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,0,TB12 kissed me on the lips when i was a kid so i cannot give this any points,7c42c72b23004b158cca704083f7a6d9
spotify:track:0d858Q4cbhALzhzvljHC8k,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,1,"probably the most political this round, but was slightly disappointed the lack of lyrics - there was a whole lot of room for creativity on this one. cool callback to We Didnt Start the Fire though",7c42c72b23004b158cca704083f7a6d9
spotify:track:2l57cfmCnOkwNX1tky02n1,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,1,music video gave me a epileptic seizure,7c42c72b23004b158cca704083f7a6d9
spotify:track:2QKLrgXNQtK2c8QbLRO3XC,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,0,didnt really vibe with this one. felt like a genre identity crisis and nothing really clicked,7c42c72b23004b158cca704083f7a6d9
spotify:track:34sOdxWu9FljH84UXdRwu1,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,0,"not pretty when i cry, cant relate",7c42c72b23004b158cca704083f7a6d9
spotify:track:3dPQuX8Gs42Y7b454ybpMR,3e70303e4be54c4bbe262d59298fffd4,2024-10-23T03:59:20Z,1,this is and Three Days Grace were what I was expecting this playlist to be,7c42c72b23004b158cca704083f7a6d9
spotify:track:34sOdxWu9FljH84UXdRwu1,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,0,Not exactly on theme but a banger of a song. Wish I had more votes,7c42c72b23004b158cca704083f7a6d9
spotify:track:3rnAobCeh4uD1NfNpbNc2e,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,2,"I’ve never heard this song, but it’s very on theme and I like it",7c42c72b23004b158cca704083f7a6d9
spotify:track:3dPQuX8Gs42Y7b454ybpMR,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,0,Isn’t this song about the struggle of increasing fame and people gossiping about the lead singer back in his hometown? Not on theme,7c42c72b23004b158cca704083f7a6d9
spotify:track:7z81vC7eTE5y4hqk9yCx7F,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,1,Surprisingly niche but solid pick. ,7c42c72b23004b158cca704083f7a6d9
spotify:track:7x8dCjCr0x6x2lXKujYD34,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,2,Relevant,7c42c72b23004b158cca704083f7a6d9
spotify:track:6V81K1OcvYgHEnCA6A2Qx9,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,0,More fuck evil specific to Spider-Man energy but it’s a banger,7c42c72b23004b158cca704083f7a6d9
spotify:track:6nTiIhLmQ3FWhvrGafw2zj,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,2,Good pick,7c42c72b23004b158cca704083f7a6d9
spotify:track:65HA9FsYyA2xro9RzNlNmy,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,0,I think this is just fuck it energy not fuck the power energy,7c42c72b23004b158cca704083f7a6d9
spotify:track:4tViDtaHuSLnh7HVJTrKhs,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,0,Not on theme sadly,7c42c72b23004b158cca704083f7a6d9
spotify:track:4tc97Wa8SP5f9gaaOar8Kq,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,1,This song is one of my favorite Miley songs and it is a women’s empowerment anthem which I’ll accept for the theme given the current state of things,7c42c72b23004b158cca704083f7a6d9
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,1,On theme. Pretty good,7c42c72b23004b158cca704083f7a6d9
spotify:track:0d858Q4cbhALzhzvljHC8k,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,3,Very on theme and also surprisingly very musically pleasing. ,7c42c72b23004b158cca704083f7a6d9
spotify:track:2l57cfmCnOkwNX1tky02n1,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,0,"Great song, but I don’t think it exactly fits the theme. It’s more of an “I need to keep going through my own shit“ song than fuck the power song.",7c42c72b23004b158cca704083f7a6d9
spotify:track:2QKLrgXNQtK2c8QbLRO3XC,04a232c7a8114d73a2f47380cee10035,2024-10-23T12:47:31Z,0,I stand by this song even if Shayna says it gives January 6th energy,7c42c72b23004b158cca704083f7a6d9
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,I feel like if I got drafted I would listen to this song while crying in the shower… anyways time to go steal your oil RAAAHHHH 🦅🦅🦅🇺🇸🇺🇸🇺🇸,7c42c72b23004b158cca704083f7a6d9
spotify:track:2l57cfmCnOkwNX1tky02n1,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,A classic,7c42c72b23004b158cca704083f7a6d9
spotify:track:2QKLrgXNQtK2c8QbLRO3XC,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,How much bop could a boppy bop bop if a boppy bop could bop,7c42c72b23004b158cca704083f7a6d9
spotify:track:3dPQuX8Gs42Y7b454ybpMR,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,The fact that this isn’t Srujan’s song has me baffled AND bamboozled. I have an urge to play soccer now. This song makes me feel like the USMNT will be good this year. ,7c42c72b23004b158cca704083f7a6d9
spotify:track:3rnAobCeh4uD1NfNpbNc2e,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,This album is fun. I still don’t know how to pronounce Hozier… Hoe-zure? Hose-ier?,7c42c72b23004b158cca704083f7a6d9
spotify:track:4tc97Wa8SP5f9gaaOar8Kq,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,2,Alyssa is this you?,7c42c72b23004b158cca704083f7a6d9
spotify:track:4tViDtaHuSLnh7HVJTrKhs,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,"+1 because of transitive property: Dermot Kennedy = Irish = Shepherd’s Pie 🤤
",7c42c72b23004b158cca704083f7a6d9
spotify:track:65HA9FsYyA2xro9RzNlNmy,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,This gives Alex vibes. Alex has cool vibes. +1 cause Alex 😉,7c42c72b23004b158cca704083f7a6d9
spotify:track:6nTiIhLmQ3FWhvrGafw2zj,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,This song is basic but so am I 💅,7c42c72b23004b158cca704083f7a6d9
spotify:track:6V81K1OcvYgHEnCA6A2Qx9,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,This album was my college soccer pump up music and by college soccer I mean our IM group beating up on a bunch of freshmen like 10-0 so that they never wanted to be associated with the sport of soccer again.,7c42c72b23004b158cca704083f7a6d9
spotify:track:7x8dCjCr0x6x2lXKujYD34,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,0,"Give me the New Balance shoes, a spatula, and a beer immediately",7c42c72b23004b158cca704083f7a6d9
spotify:track:7z81vC7eTE5y4hqk9yCx7F,85de7566158f440eab6db0a28c89d0fb,2024-10-23T16:17:38Z,1,Fuck Tom Brady!,7c42c72b23004b158cca704083f7a6d9
spotify:track:2QKLrgXNQtK2c8QbLRO3XC,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,that horn is so grangly,7c42c72b23004b158cca704083f7a6d9
spotify:track:3rnAobCeh4uD1NfNpbNc2e,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,hot take i lowkey think Hozier is mid as hell but this one's nice,7c42c72b23004b158cca704083f7a6d9
spotify:track:34sOdxWu9FljH84UXdRwu1,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,gotta give some love to olivia,7c42c72b23004b158cca704083f7a6d9
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,i hear this song and i immediately feel myself as a soldier in the vietnam part of Forest Gump,7c42c72b23004b158cca704083f7a6d9
spotify:track:4tc97Wa8SP5f9gaaOar8Kq,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,"love some miley, also this sounds like a song for prime 2018 post malone",7c42c72b23004b158cca704083f7a6d9
spotify:track:4tViDtaHuSLnh7HVJTrKhs,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,0,"apologies to dermot but i was just not feeling this one (or how it goes with the theme also), though the hums are kinda like kid cudi",7c42c72b23004b158cca704083f7a6d9
spotify:track:65HA9FsYyA2xro9RzNlNmy,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,they were really rockin in the 80s,7c42c72b23004b158cca704083f7a6d9
spotify:track:6nTiIhLmQ3FWhvrGafw2zj,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,basic but you get the points for being first ,7c42c72b23004b158cca704083f7a6d9
spotify:track:6V81K1OcvYgHEnCA6A2Qx9,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,"would be higher if the ""WHO IN | HERE | TRYNA | START A | RIOT"" didn't go on for so much",7c42c72b23004b158cca704083f7a6d9
spotify:track:7x8dCjCr0x6x2lXKujYD34,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,1,"i legit think is the first foo fighters song i've ever actively listened to, nice!",7c42c72b23004b158cca704083f7a6d9
spotify:track:7z81vC7eTE5y4hqk9yCx7F,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,0,fuck tom brady,7c42c72b23004b158cca704083f7a6d9
spotify:track:3dPQuX8Gs42Y7b454ybpMR,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,0,"""I'M GOIN TO WICHITA""

aight, take it easy there Jack White",7c42c72b23004b158cca704083f7a6d9
spotify:track:0d858Q4cbhALzhzvljHC8k,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,3,"just so good in every way lol, beat, lyrics, vibe, whispering, thank u",7c42c72b23004b158cca704083f7a6d9
spotify:track:2l57cfmCnOkwNX1tky02n1,642e2be0332b4fdfb5cd3c31ae794f62,2024-10-23T23:30:36Z,0,haven't heard these guys in a while!,7c42c72b23004b158cca704083f7a6d9
spotify:track:7z81vC7eTE5y4hqk9yCx7F,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,1,wtf,7c42c72b23004b158cca704083f7a6d9
spotify:track:0d858Q4cbhALzhzvljHC8k,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,3,Didnt know them before but they’re legitimately fighting the power irl so deserved points,7c42c72b23004b158cca704083f7a6d9
spotify:track:2l57cfmCnOkwNX1tky02n1,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,2,,7c42c72b23004b158cca704083f7a6d9
spotify:track:34sOdxWu9FljH84UXdRwu1,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,0,how can olivia fight the power when she herself is an industry plant,7c42c72b23004b158cca704083f7a6d9
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,2,All i can think of is forrest gump,7c42c72b23004b158cca704083f7a6d9
spotify:track:4tViDtaHuSLnh7HVJTrKhs,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,0,Submitting a song that is the complete opposite of the theme as a way of fighting the power of music league? Almost genius enough for a point,7c42c72b23004b158cca704083f7a6d9
spotify:track:6nTiIhLmQ3FWhvrGafw2zj,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,1,,7c42c72b23004b158cca704083f7a6d9
spotify:track:6V81K1OcvYgHEnCA6A2Qx9,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,2,"A week about fighting the power and this is the only semi rap song, im embarrassed for us ",7c42c72b23004b158cca704083f7a6d9
spotify:track:7x8dCjCr0x6x2lXKujYD34,979273ab795743d89e901b30819f5e5d,2024-10-24T02:52:32Z,1,It’s modelo time foo,7c42c72b23004b158cca704083f7a6d9
spotify:track:2l57cfmCnOkwNX1tky02n1,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,1,,7c42c72b23004b158cca704083f7a6d9
spotify:track:7z81vC7eTE5y4hqk9yCx7F,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,2,Fun style of punk. Added to favs and gonna check them out,7c42c72b23004b158cca704083f7a6d9
spotify:track:6nTiIhLmQ3FWhvrGafw2zj,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,1,One of my first CDs,7c42c72b23004b158cca704083f7a6d9
spotify:track:65HA9FsYyA2xro9RzNlNmy,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,2,Hell yea,7c42c72b23004b158cca704083f7a6d9
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,1,Queue the ‘Nam chopper scene,7c42c72b23004b158cca704083f7a6d9
spotify:track:0d858Q4cbhALzhzvljHC8k,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,1,,7c42c72b23004b158cca704083f7a6d9
spotify:track:3rnAobCeh4uD1NfNpbNc2e,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,1,,7c42c72b23004b158cca704083f7a6d9
spotify:track:3dPQuX8Gs42Y7b454ybpMR,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,1,,7c42c72b23004b158cca704083f7a6d9
spotify:track:34sOdxWu9FljH84UXdRwu1,ed99ad3ac5e8411092dfa37b02060bd6,2024-10-24T15:19:38Z,2,,7c42c72b23004b158cca704083f7a6d9
spotify:track:3dPQuX8Gs42Y7b454ybpMR,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,1,Ok but did you see the pommel horse guy dance to this on dancing with the stars??? So good,7c42c72b23004b158cca704083f7a6d9
spotify:track:0d858Q4cbhALzhzvljHC8k,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,2,So apt,7c42c72b23004b158cca704083f7a6d9
spotify:track:2l57cfmCnOkwNX1tky02n1,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,1,Top tier song and while I agree with the sentiment not sure it’s fuck the power so 1 point ,7c42c72b23004b158cca704083f7a6d9
spotify:track:2QKLrgXNQtK2c8QbLRO3XC,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,2,Makes me wanna start some fires,7c42c72b23004b158cca704083f7a6d9
spotify:track:34sOdxWu9FljH84UXdRwu1,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,2,The fact that she’s only 21 and can write lyrics like this is insane,7c42c72b23004b158cca704083f7a6d9
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,0,Realizing I’ve never actually listened to the lyrics of this song ,7c42c72b23004b158cca704083f7a6d9
spotify:track:4tc97Wa8SP5f9gaaOar8Kq,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,1,That edit would slap ,7c42c72b23004b158cca704083f7a6d9
spotify:track:6nTiIhLmQ3FWhvrGafw2zj,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,1,Low hanging fruit but it does go hard ,7c42c72b23004b158cca704083f7a6d9
spotify:track:7x8dCjCr0x6x2lXKujYD34,57cc0fe6e21446bcb1fe5ac90b2aa0ec,2024-10-25T20:15:46Z,1,Makes me wanna riot as well ,7c42c72b23004b158cca704083f7a6d9
